sequence,seq_type,method,pair,baseline_idx,ratio,num_matches,num_correct,num_ground_truth
v_dogman,viewpoint,orb,1_5,5,0.75,293,232,1602
v_dogman,viewpoint,orb,1_5,5,0.8,393,303,1602
v_dogman,viewpoint,orb,1_5,5,0.85,546,398,1602
v_dogman,viewpoint,orb,1_5,5,0.9,814,512,1602
v_dogman,viewpoint,orb,1_5,5,0.95,1230,644,1602
v_dogman,viewpoint,orb,1_5,5,0.99,1851,764,1602
v_dogman,viewpoint,orb,1_6,6,0.5,4,1,971
v_dogman,viewpoint,orb,1_6,6,0.55,5,1,971
v_dogman,viewpoint,orb,1_6,6,0.6,6,1,971
v_dogman,viewpoint,orb,1_6,6,0.65,9,3,971
v_dogman,viewpoint,orb,1_6,6,0.7,17,4,971
v_dogman,viewpoint,orb,1_6,6,0.75,31,6,971
v_dogman,viewpoint,orb,1_6,6,0.8,61,10,971
v_dogman,viewpoint,orb,1_6,6,0.85,145,13,971
v_dogman,viewpoint,orb,1_6,6,0.9,359,28,971
v_dogman,viewpoint,orb,1_6,6,0.95,866,41,971
v_dogman,viewpoint,orb,1_6,6,0.99,1771,56,971
v_eastsouth,viewpoint,sift,1_2,2,0.5,1787,1785,6048
v_eastsouth,viewpoint,sift,1_2,2,0.55,2048,2045,6048
v_eastsouth,viewpoint,sift,1_2,2,0.6,2296,2292,6048
v_eastsouth,viewpoint,sift,1_2,2,0.65,2514,2502,6048
v_eastsouth,viewpoint,sift,1_2,2,0.7,2748,2721,6048
v_eastsouth,viewpoint,sift,1_2,2,0.75,2958,2900,6048
v_eastsouth,viewpoint,sift,1_2,2,0.8,3195,3069,6048
v_eastsouth,viewpoint,sift,1_2,2,0.85,3498,3197,6048
v_eastsouth,viewpoint,sift,1_2,2,0.9,4176,3330,6048
v_eastsouth,viewpoint,sift,1_2,2,0.95,5824,3433,6048
v_eastsouth,viewpoint,sift,1_2,2,0.99,8988,3514,6048
v_eastsouth,viewpoint,sift,1_3,3,0.5,1228,1228,5374
v_eastsouth,viewpoint,sift,1_3,3,0.55,1414,1412,5374
v_eastsouth,viewpoint,sift,1_3,3,0.6,1570,1567,5374
v_eastsouth,viewpoint,sift,1_3,3,0.65,1717,1705,5374
v_eastsouth,viewpoint,sift,1_3,3,0.7,1847,1828,5374
v_eastsouth,viewpoint,sift,1_3,3,0.75,1970,1928,5374
v_eastsouth,viewpoint,sift,1_3,3,0.8,2154,2037,5374
v_eastsouth,viewpoint,sift,1_3,3,0.85,2434,2125,5374
v_eastsouth,viewpoint,sift,1_3,3,0.9,3156,2207,5374
v_eastsouth,viewpoint,sift,1_3,3,0.95,5062,2300,5374
v_eastsouth,viewpoint,sift,1_3,3,0.99,8806,2368,5374
v_eastsouth,viewpoint,sift,1_4,4,0.5,793,791,4924
v_eastsouth,viewpoint,sift,1_4,4,0.55,916,912,4924
v_eastsouth,viewpoint,sift,1_4,4,0.6,1008,1004,4924
v_eastsouth,viewpoint,sift,1_4,4,0.65,1106,1100,4924
v_eastsouth,viewpoint,sift,1_4,4,0.7,1209,1194,4924
v_eastsouth,viewpoint,sift,1_4,4,0.75,1312,1272,4924
v_eastsouth,viewpoint,sift,1_4,4,0.8,1463,1332,4924
v_eastsouth,viewpoint,sift,1_4,4,0.85,1740,1399,4924
v_eastsouth,viewpoint,sift,1_4,4,0.9,2484,1473,4924
v_eastsouth,viewpoint,sift,1_4,4,0.95,4554,1531,4924
v_eastsouth,viewpoint,sift,1_4,4,0.99,8679,1585,4924
v_eastsouth,viewpoint,sift,1_5,5,0.5,699,699,4857
v_eastsouth,viewpoint,sift,1_5,5,0.55,760,759,4857
v_eastsouth,viewpoint,sift,1_5,5,0.6,814,811,4857
v_eastsouth,viewpoint,sift,1_5,5,0.65,870,861,4857
v_eastsouth,viewpoint,sift,1_5,5,0.7,919,901,4857
v_eastsouth,viewpoint,sift,1_5,5,0.75,988,943,4857
v_eastsouth,viewpoint,sift,1_5,5,0.8,1105,973,4857
v_eastsouth,viewpoint,sift,1_5,5,0.85,1356,999,4857
v_eastsouth,viewpoint,sift,1_5,5,0.9,2106,1029,4857
v_eastsouth,viewpoint,sift,1_5,5,0.95,4320,1056,4857
v_eastsouth,viewpoint,sift,1_5,5,0.99,8526,1086,4857
v_eastsouth,viewpoint,sift,1_6,6,0.5,321,321,4571
v_eastsouth,viewpoint,sift,1_6,6,0.55,364,364,4571
v_eastsouth,viewpoint,sift,1_6,6,0.6,398,397,4571
v_eastsouth,viewpoint,sift,1_6,6,0.65,443,441,4571
v_eastsouth,viewpoint,sift,1_6,6,0.7,473,466,4571
v_eastsouth,viewpoint,sift,1_6,6,0.75,529,496,4571
v_eastsouth,viewpoint,sift,1_6,6,0.8,652,526,4571
v_eastsouth,viewpoint,sift,1_6,6,0.85,905,547,4571
v_eastsouth,viewpoint,sift,1_6,6,0.9,1699,580,4571
v_eastsouth,viewpoint,sift,1_6,6,0.95,3942,598,4571
v_eastsouth,viewpoint,sift,1_6,6,0.99,8514,623,4571
v_eastsouth,viewpoint,orb,1_2,2,0.5,535,533,1622
v_eastsouth,viewpoint,orb,1_2,2,0.55,623,620,1622
v_eastsouth,viewpoint,orb,1_2,2,0.6,692,687,1622
v_eastsouth,viewpoint,orb,1_2,2,0.65,773,762,1622
v_eastsouth,viewpoint,orb,1_2,2,0.7,843,828,1622
v_eastsouth,viewpoint,orb,1_2,2,0.75,912,888,1622
v_eastsouth,viewpoint,orb,1_2,2,0.8,998,962,1622
v_eastsouth,viewpoint,orb,1_2,2,0.85,1092,1021,1622
v_eastsouth,viewpoint,orb,1_2,2,0.9,1230,1078,1622
v_eastsouth,viewpoint,orb,1_2,2,0.95,1525,1140,1622
v_eastsouth,viewpoint,orb,1_2,2,0.99,1932,1180,1622
v_eastsouth,viewpoint,orb,1_3,3,0.5,316,312,1515
v_eastsouth,viewpoint,orb,1_3,3,0.55,392,386,1515
v_eastsouth,viewpoint,orb,1_3,3,0.6,446,437,1515
v_eastsouth,viewpoint,orb,1_3,3,0.65,515,504,1515
v_eastsouth,viewpoint,orb,1_3,3,0.7,584,569,1515
v_eastsouth,viewpoint,orb,1_3,3,0.75,664,632,1515
v_eastsouth,viewpoint,orb,1_3,3,0.8,741,692,1515
v_eastsouth,viewpoint,orb,1_3,3,0.85,842,750,1515
v_eastsouth,viewpoint,orb,1_3,3,0.9,991,801,1515
v_eastsouth,viewpoint,orb,1_3,3,0.95,1331,848,1515
v_eastsouth,viewpoint,orb,1_3,3,0.99,1886,891,1515
v_eastsouth,viewpoint,orb,1_4,4,0.5,79,78,1387
v_eastsouth,viewpoint,orb,1_4,4,0.55,130,129,1387
v_eastsouth,viewpoint,orb,1_4,4,0.6,191,190,1387
v_eastsouth,viewpoint,orb,1_4,4,0.65,254,253,1387
v_eastsouth,viewpoint,orb,1_4,4,0.7,316,310,1387
v_eastsouth,viewpoint,orb,1_4,4,0.75,370,356,1387
v_eastsouth,viewpoint,orb,1_4,4,0.8,446,409,1387
v_eastsouth,viewpoint,orb,1_4,4,0.85,540,451,1387
v_eastsouth,viewpoint,orb,1_4,4,0.9,732,514,1387
v_eastsouth,viewpoint,orb,1_4,4,0.95,1146,571,1387
v_eastsouth,viewpoint,orb,1_4,4,0.99,1823,617,1387
v_eastsouth,viewpoint,orb,1_5,5,0.5,84,84,909
v_eastsouth,viewpoint,orb,1_5,5,0.55,102,102,909
v_eastsouth,viewpoint,orb,1_5,5,0.6,121,121,909
v_eastsouth,viewpoint,orb,1_5,5,0.65,138,137,909
v_eastsouth,viewpoint,orb,1_5,5,0.7,158,154,909
v_eastsouth,viewpoint,orb,1_5,5,0.75,174,163,909
v_eastsouth,viewpoint,orb,1_5,5,0.8,211,180,909
v_eastsouth,viewpoint,orb,1_5,5,0.85,304,208,909
v_eastsouth,viewpoint,orb,1_5,5,0.9,470,224,909
v_eastsouth,viewpoint,orb,1_5,5,0.95,921,241,909
v_eastsouth,viewpoint,orb,1_5,5,0.99,1786,252,909
v_eastsouth,viewpoint,orb,1_6,6,0.5,49,49,961
v_eastsouth,viewpoint,orb,1_6,6,0.55,57,57,961
v_eastsouth,viewpoint,orb,1_6,6,0.6,69,69,961
v_eastsouth,viewpoint,orb,1_6,6,0.65,88,88,961
v_eastsouth,viewpoint,orb,1_6,6,0.7,103,102,961
v_eastsouth,viewpoint,orb,1_6,6,0.75,123,117,961
v_eastsouth,viewpoint,orb,1_6,6,0.8,162,137,961
v_eastsouth,viewpoint,orb,1_6,6,0.85,248,154,961
v_eastsouth,viewpoint,orb,1_6,6,0.9,422,173,961
v_eastsouth,viewpoint,orb,1_6,6,0.95,882,198,961
v_eastsouth,viewpoint,orb,1_6,6,0.99,1774,208,961
v_feast,viewpoint,sift,1_2,2,0.5,3597,3594,9778
v_feast,viewpoint,sift,1_2,2,0.55,3960,3954,9778
v_feast,viewpoint,sift,1_2,2,0.6,4243,4232,9778
v_feast,viewpoint,sift,1_2,2,0.65,4498,4480,9778
v_feast,viewpoint,sift,1_2,2,0.7,4731,4687,9778
v_feast,viewpoint,sift,1_2,2,0.75,4958,4860,9778
v_feast,viewpoint,sift,1_2,2,0.8,5275,4994,9778
v_feast,viewpoint,sift,1_2,2,0.85,5847,5143,9778
v_feast,viewpoint,sift,1_2,2,0.9,7132,5277,9778
v_feast,viewpoint,sift,1_2,2,0.95,10304,5376,9778
v_feast,viewpoint,sift,1_2,2,0.99,16062,5474,9778
v_feast,viewpoint,sift,1_3,3,0.5,1272,1204,10103
v_feast,viewpoint,sift,1_3,3,0.55,1723,1614,10103
v_feast,viewpoint,sift,1_3,3,0.6,2225,2071,10103
v_feast,viewpoint,sift,1_3,3,0.65,2796,2568,10103
v_feast,viewpoint,sift,1_3,3,0.7,3281,2978,10103
v_feast,viewpoint,sift,1_3,3,0.75,3854,3408,10103
v_feast,viewpoint,sift,1_3,3,0.8,4462,3780,10103
v_feast,viewpoint,sift,1_3,3,0.85,5308,4109,10103
v_feast,viewpoint,sift,1_3,3,0.9,6826,4441,10103
v_feast,viewpoint,sift,1_3,3,0.95,10156,4694,10103
v_feast,viewpoint,sift,1_3,3,0.99,16004,4895,10103
v_feast,viewpoint,sift,1_4,4,0.5,162,159,9554
v_feast,viewpoint,sift,1_4,4,0.55,293,282,9554
v_feast,viewpoint,sift,1_4,4,0.6,465,444,9554
v_feast,viewpoint,sift,1_4,4,0.65,701,645,9554
v_feast,viewpoint,sift,1_4,4,0.7,992,887,9554
v_feast,viewpoint,sift,1_4,4,0.75,1374,1129,9554
v_feast,viewpoint,sift,1_4,4,0.8,1865,1394,9554
v_feast,viewpoint,sift,1_4,4,0.85,2689,1673,9554
v_feast,viewpoint,sift,1_4,4,0.9,4318,1972,9554
v_feast,viewpoint,sift,1_4,4,0.95,8238,2256,9554
v_feast,viewpoint,sift,1_4,4,0.99,15459,2450,9554
v_feast,viewpoint,sift,1_5,5,0.5,691,648,10006
v_feast,viewpoint,sift,1_5,5,0.55,1045,962,10006
v_feast,viewpoint,sift,1_5,5,0.6,1490,1363,10006
v_feast,viewpoint,sift,1_5,5,0.65,1991,1796,10006
v_feast,viewpoint,sift,1_5,5,0.7,2503,2217,10006
v_feast,viewpoint,sift,1_5,5,0.75,3029,2604,10006
v_feast,viewpoint,sift,1_5,5,0.8,3658,2984,10006
v_feast,viewpoint,sift,1_5,5,0.85,4539,3329,10006
v_feast,viewpoint,sift,1_5,5,0.9,6112,3636,10006
v_feast,viewpoint,sift,1_5,5,0.95,9694,3935,10006
v_feast,viewpoint,sift,1_5,5,0.99,15881,4131,10006
v_feast,viewpoint,sift,1_6,6,0.5,98,88,8780
v_feast,viewpoint,sift,1_6,6,0.55,204,182,8780
v_feast,viewpoint,sift,1_6,6,0.6,367,315,8780
v_feast,viewpoint,sift,1_6,6,0.65,588,495,8780
v_feast,viewpoint,sift,1_6,6,0.7,864,714,8780
v_feast,viewpoint,sift,1_6,6,0.75,1201,946,8780
v_feast,viewpoint,sift,1_6,6,0.8,1711,1209,8780
v_feast,viewpoint,sift,1_6,6,0.85,2569,1517,8780
v_feast,viewpoint,sift,1_6,6,0.9,4309,1790,8780
v_feast,viewpoint,sift,1_6,6,0.95,8239,2027,8780
v_feast,viewpoint,sift,1_6,6,0.99,15435,2238,8780
v_feast,viewpoint,orb,1_2,2,0.5,368,366,1653
v_feast,viewpoint,orb,1_2,2,0.55,445,442,1653
v_feast,viewpoint,orb,1_2,2,0.6,508,505,1653
v_feast,viewpoint,orb,1_2,2,0.65,571,565,1653
v_feast,viewpoint,orb,1_2,2,0.7,634,625,1653
v_feast,viewpoint,orb,1_2,2,0.75,704,693,1653
v_feast,viewpoint,orb,1_2,2,0.8,778,759,1653
v_feast,viewpoint,orb,1_2,2,0.85,888,842,1653
v_feast,viewpoint,orb,1_2,2,0.9,1031,902,1653
v_feast,viewpoint,orb,1_2,2,0.95,1339,991,1653
v_feast,viewpoint,orb,1_2,2,0.99,1886,1059,1653
v_feast,viewpoint,orb,1_3,3,0.5,76,72,1455
v_feast,viewpoint,orb,1_3,3,0.55,129,123,1455
v_feast,viewpoint,orb,1_3,3,0.6,171,160,1455
v_feast,viewpoint,orb,1_3,3,0.65,240,225,1455
v_feast,viewpoint,orb,1_3,3,0.7,296,275,1455
v_feast,viewpoint,orb,1_3,3,0.75,379,351,1455
v_feast,viewpoint,orb,1_3,3,0.8,476,431,1455
v_feast,viewpoint,orb,1_3,3,0.85,635,546,1455
v_feast,viewpoint,orb,1_3,3,0.9,843,644,1455
v_feast,viewpoint,orb,1_3,3,0.95,1216,735,1455
v_feast,viewpoint,orb,1_3,3,0.99,1853,813,1455
v_feast,viewpoint,orb,1_4,4,0.5,5,5,957
v_feast,viewpoint,orb,1_4,4,0.55,8,8,957
v_feast,viewpoint,orb,1_4,4,0.6,19,17,957
v_feast,viewpoint,orb,1_4,4,0.65,32,29,957
v_feast,viewpoint,orb,1_4,4,0.7,51,45,957
v_feast,viewpoint,orb,1_4,4,0.75,79,68,957
v_feast,viewpoint,orb,1_4,4,0.8,130,101,957
v_feast,viewpoint,orb,1_4,4,0.85,209,129,957
v_feast,viewpoint,orb,1_4,4,0.9,416,186,957
v_feast,viewpoint,orb,1_4,4,0.95,874,241,957
v_feast,viewpoint,orb,1_4,4,0.99,1790,293,957
v_feast,viewpoint,orb,1_5,5,0.5,65,62,1382
v_feast,viewpoint,orb,1_5,5,0.55,117,110,1382
v_feast,viewpoint,orb,1_5,5,0.6,174,165,1382
v_feast,viewpoint,orb,1_5,5,0.65,252,240,1382
v_feast,viewpoint,orb,1_5,5,0.7,329,312,1382
v_feast,viewpoint,orb,1_5,5,0.75,412,384,1382
v_feast,viewpoint,orb,1_5,5,0.8,516,464,1382
v_feast,viewpoint,orb,1_5,5,0.85,646,551,1382
v_feast,viewpoint,orb,1_5,5,0.9,828,643,1382
v_feast,viewpoint,orb,1_5,5,0.95,1219,744,1382
v_feast,viewpoint,orb,1_5,5,0.99,1833,824,1382
v_feast,viewpoint,orb,1_6,6,0.5,6,6,1162
v_feast,viewpoint,orb,1_6,6,0.55,16,13,1162
v_feast,viewpoint,orb,1_6,6,0.6,33,30,1162
v_feast,viewpoint,orb,1_6,6,0.65,59,55,1162
v_feast,viewpoint,orb,1_6,6,0.7,89,81,1162
v_feast,viewpoint,orb,1_6,6,0.75,150,128,1162
v_feast,viewpoint,orb,1_6,6,0.8,223,182,1162
v_feast,viewpoint,orb,1_6,6,0.85,346,257,1162
v_feast,viewpoint,orb,1_6,6,0.9,542,324,1162
v_feast,viewpoint,orb,1_6,6,0.95,1005,407,1162
v_feast,viewpoint,orb,1_6,6,0.99,1809,480,1162
v_fest,viewpoint,sift,1_2,2,0.5,1712,1695,5206
v_fest,viewpoint,sift,1_2,2,0.55,2109,2089,5206
v_fest,viewpoint,sift,1_2,2,0.6,2462,2435,5206
v_fest,viewpoint,sift,1_2,2,0.65,2759,2719,5206
v_fest,viewpoint,sift,1_2,2,0.7,3040,2977,5206
v_fest,viewpoint,sift,1_2,2,0.75,3287,3194,5206
v_fest,viewpoint,sift,1_2,2,0.8,3527,3350,5206
v_fest,viewpoint,sift,1_2,2,0.85,3897,3513,5206
v_fest,viewpoint,sift,1_2,2,0.9,4562,3625,5206
v_fest,viewpoint,sift,1_2,2,0.95,6010,3742,5206
v_fest,viewpoint,sift,1_2,2,0.99,8521,3836,5206
v_fest,viewpoint,sift,1_3,3,0.5,163,112,3940
v_fest,viewpoint,sift,1_3,3,0.55,241,164,3940
v_fest,viewpoint,sift,1_3,3,0.6,374,270,3940
v_fest,viewpoint,sift,1_3,3,0.65,524,383,3940
v_fest,viewpoint,sift,1_3,3,0.7,706,522,3940
v_fest,viewpoint,sift,1_3,3,0.75,916,663,3940
v_fest,viewpoint,sift,1_3,3,0.8,1223,839,3940
v_fest,viewpoint,sift,1_3,3,0.85,1717,1011,3940
v_fest,viewpoint,sift,1_3,3,0.9,2599,1151,3940
v_fest,viewpoint,sift,1_3,3,0.95,4622,1311,3940
v_fest,viewpoint,sift,1_3,3,0.99,8097,1449,3940
v_fest,viewpoint,sift,1_4,4,0.5,1202,1178,4195
v_fest,viewpoint,sift,1_4,4,0.55,1498,1464,4195
v_fest,viewpoint,sift,1_4,4,0.6,1783,1741,4195
v_fest,viewpoint,sift,1_4,4,0.65,2051,1993,4195
v_fest,viewpoint,sift,1_4,4,0.7,2309,2218,4195
v_fest,viewpoint,sift,1_4,4,0.75,2550,2404,4195
v_fest,viewpoint,sift,1_4,4,0.8,2837,2571,4195
v_fest,viewpoint,sift,1_4,4,0.85,3246,2722,4195
v_fest,viewpoint,sift,1_4,4,0.9,3972,2828,4195
v_fest,viewpoint,sift,1_4,4,0.95,5564,2921,4195
v_fest,viewpoint,sift,1_4,4,0.99,8293,2987,4195
v_fest,viewpoint,sift,1_5,5,0.5,180,172,4423
v_fest,viewpoint,sift,1_5,5,0.55,308,290,4423
v_fest,viewpoint,sift,1_5,5,0.6,448,416,4423
v_fest,viewpoint,sift,1_5,5,0.65,613,567,4423
v_fest,viewpoint,sift,1_5,5,0.7,805,719,4423
v_fest,viewpoint,sift,1_5,5,0.75,1015,881,4423
v_fest,viewpoint,sift,1_5,5,0.8,1323,1062,4423
v_fest,viewpoint,sift,1_5,5,0.85,1773,1233,4423
v_fest,viewpoint,sift,1_5,5,0.9,2649,1389,4423
v_fest,viewpoint,sift,1_5,5,0.95,4698,1576,4423
v_fest,viewpoint,sift,1_5,5,0.99,8056,1708,4423
v_fest,viewpoint,sift,1_6,6,0.5,64,54,3535
v_fest,viewpoint,sift,1_6,6,0.55,99,78,3535
v_fest,viewpoint,sift,1_6,6,0.6,152,118,3535
v_fest,viewpoint,sift,1_6,6,0.65,228,172,3535
v_fest,viewpoint,sift,1_6,6,0.7,328,248,3535
v_fest,viewpoint,sift,1_6,6,0.75,468,336,3535
v_fest,viewpoint,sift,1_6,6,0.8,706,436,3535
v_fest,viewpoint,sift,1_6,6,0.85,1085,511,3535
v_fest,viewpoint,sift,1_6,6,0.9,1992,628,3535
v_fest,viewpoint,sift,1_6,6,0.95,4124,757,3535
v_fest,viewpoint,sift,1_6,6,0.99,7865,856,3535
v_fest,viewpoint,orb,1_2,2,0.5,159,155,1457
v_fest,viewpoint,orb,1_2,2,0.55,250,242,1457
v_fest,viewpoint,orb,1_2,2,0.6,325,317,1457
v_fest,viewpoint,orb,1_2,2,0.65,418,402,1457
v_fest,viewpoint,orb,1_2,2,0.7,523,504,1457
v_fest,viewpoint,orb,1_2,2,0.75,618,597,1457
v_fest,viewpoint,orb,1_2,2,0.8,734,687,1457
v_fest,viewpoint,orb,1_2,2,0.85,877,787,1457
v_fest,viewpoint,orb,1_2,2,0.9,1064,879,1457
v_fest,viewpoint,orb,1_2,2,0.95,1366,984,1457
v_fest,viewpoint,orb,1_2,2,0.99,1883,1063,1457
v_fest,viewpoint,orb,1_3,3,0.5,9,6,1146
v_fest,viewpoint,orb,1_3,3,0.55,14,11,1146
v_fest,viewpoint,orb,1_3,3,0.6,27,23,1146
v_fest,viewpoint,orb,1_3,3,0.65,47,36,1146
v_fest,viewpoint,orb,1_3,3,0.7,71,54,1146
v_fest,viewpoint,orb,1_3,3,0.75,98,69,1146
v_fest,viewpoint,orb,1_3,3,0.8,165,102,1146
v_fest,viewpoint,orb,1_3,3,0.85,301,157,1146
v_fest,viewpoint,orb,1_3,3,0.9,532,213,1146
v_fest,viewpoint,orb,1_3,3,0.95,1014,289,1146
v_fest,viewpoint,orb,1_3,3,0.99,1811,349,1146
v_fest,viewpoint,orb,1_4,4,0.5,88,80,1269
v_fest,viewpoint,orb,1_4,4,0.55,162,151,1269
v_fest,viewpoint,orb,1_4,4,0.6,242,224,1269
v_fest,viewpoint,orb,1_4,4,0.65,323,299,1269
v_fest,viewpoint,orb,1_4,4,0.7,406,370,1269
v_fest,viewpoint,orb,1_4,4,0.75,495,445,1269
v_fest,viewpoint,orb,1_4,4,0.8,589,526,1269
v_fest,viewpoint,orb,1_4,4,0.85,744,619,1269
v_fest,viewpoint,orb,1_4,4,0.9,938,697,1269
v_fest,viewpoint,orb,1_4,4,0.95,1302,790,1269
v_fest,viewpoint,orb,1_4,4,0.99,1864,864,1269
v_fest,viewpoint,orb,1_5,5,0.5,20,16,1227
v_fest,viewpoint,orb,1_5,5,0.55,30,25,1227
v_fest,viewpoint,orb,1_5,5,0.6,44,36,1227
v_fest,viewpoint,orb,1_5,5,0.65,70,58,1227
v_fest,viewpoint,orb,1_5,5,0.7,114,90,1227
v_fest,viewpoint,orb,1_5,5,0.75,171,137,1227
v_fest,viewpoint,orb,1_5,5,0.8,257,202,1227
v_fest,viewpoint,orb,1_5,5,0.85,388,268,1227
v_fest,viewpoint,orb,1_5,5,0.9,594,340,1227
v_fest,viewpoint,orb,1_5,5,0.95,1024,435,1227
v_fest,viewpoint,orb,1_5,5,0.99,1815,516,1227
v_fest,viewpoint,orb,1_6,6,0.5,4,3,1041
v_fest,viewpoint,orb,1_6,6,0.55,12,10,1041
v_fest,viewpoint,orb,1_6,6,0.6,16,12,1041
v_fest,viewpoint,orb,1_6,6,0.65,30,22,1041
v_fest,viewpoint,orb,1_6,6,0.7,46,31,1041
v_fest,viewpoint,orb,1_6,6,0.75,71,44,1041
v_fest,viewpoint,orb,1_6,6,0.8,119,62,1041
v_fest,viewpoint,orb,1_6,6,0.85,230,86,1041
v_fest,viewpoint,orb,1_6,6,0.9,443,119,1041
v_fest,viewpoint,orb,1_6,6,0.95,933,167,1041
v_fest,viewpoint,orb,1_6,6,0.99,1782,221,1041
v_gardens,viewpoint,sift,1_2,2,0.5,440,428,3305
v_gardens,viewpoint,sift,1_2,2,0.55,571,554,3305
v_gardens,viewpoint,sift,1_2,2,0.6,708,688,3305
v_gardens,viewpoint,sift,1_2,2,0.65,864,831,3305
v_gardens,viewpoint,sift,1_2,2,0.7,1025,966,3305
v_gardens,viewpoint,sift,1_2,2,0.75,1227,1122,3305
v_gardens,viewpoint,sift,1_2,2,0.8,1474,1261,3305
v_gardens,viewpoint,sift,1_2,2,0.85,1815,1401,3305
v_gardens,viewpoint,sift,1_2,2,0.9,2351,1534,3305
v_gardens,viewpoint,sift,1_2,2,0.95,3482,1674,3305
v_gardens,viewpoint,sift,1_2,2,0.99,5319,1758,3305
v_gardens,viewpoint,sift,1_3,3,0.5,23,12,2412
v_gardens,viewpoint,sift,1_3,3,0.55,39,22,2412
v_gardens,viewpoint,sift,1_3,3,0.6,64,34,2412
v_gardens,viewpoint,sift,1_3,3,0.65,91,49,2412
v_gardens,viewpoint,sift,1_3,3,0.7,144,69,2412
v_gardens,viewpoint,sift,1_3,3,0.75,213,93,2412
v_gardens,viewpoint,sift,1_3,3,0.8,341,115,2412
v_gardens,viewpoint,sift,1_3,3,0.85,609,145,2412
v_gardens,viewpoint,sift,1_3,3,0.9,1175,179,2412
v_gardens,viewpoint,sift,1_3,3,0.95,2537,215,2412
v_gardens,viewpoint,sift,1_3,3,0.99,5071,255,2412
v_gardens,viewpoint,sift,1_4,4,0.5,1008,999,3925
v_gardens,viewpoint,sift,1_4,4,0.55,1263,1251,3925
v_gardens,viewpoint,sift,1_4,4,0.6,1495,1475,3925
v_gardens,viewpoint,sift,1_4,4,0.65,1711,1682,3925
v_gardens,viewpoint,sift,1_4,4,0.7,1909,1856,3925
v_gardens,viewpoint,sift,1_4,4,0.75,2129,2045,3925
v_gardens,viewpoint,sift,1_4,4,0.8,2363,2204,3925
v_gardens,viewpoint,sift,1_4,4,0.85,2660,2343,3925
v_gardens,viewpoint,sift,1_4,4,0.9,3112,2460,3925
v_gardens,viewpoint,sift,1_4,4,0.95,4016,2559,3925
v_gardens,viewpoint,sift,1_4,4,0.99,5546,2655,3925
v_gardens,viewpoint,sift,1_5,5,0.5,38,35,2874
v_gardens,viewpoint,sift,1_5,5,0.55,58,49,2874
v_gardens,viewpoint,sift,1_5,5,0.6,88,70,2874
v_gardens,viewpoint,sift,1_5,5,0.65,138,108,2874
v_gardens,viewpoint,sift,1_5,5,0.7,186,139,2874
v_gardens,viewpoint,sift,1_5,5,0.75,272,190,2874
v_gardens,viewpoint,sift,1_5,5,0.8,409,245,2874
v_gardens,viewpoint,sift,1_5,5,0.85,688,316,2874
v_gardens,viewpoint,sift,1_5,5,0.9,1264,392,2874
v_gardens,viewpoint,sift,1_5,5,0.95,2645,493,2874
v_gardens,viewpoint,sift,1_5,5,0.99,5096,586,2874
v_gardens,viewpoint,sift,1_6,6,0.5,1058,1047,3459
v_gardens,viewpoint,sift,1_6,6,0.55,1287,1273,3459
v_gardens,viewpoint,sift,1_6,6,0.6,1502,1481,3459
v_gardens,viewpoint,sift,1_6,6,0.65,1678,1650,3459
v_gardens,viewpoint,sift,1_6,6,0.7,1866,1806,3459
v_gardens,viewpoint,sift,1_6,6,0.75,2045,1937,3459
v_gardens,viewpoint,sift,1_6,6,0.8,2234,2054,3459
v_gardens,viewpoint,sift,1_6,6,0.85,2537,2196,3459
v_gardens,viewpoint,sift,1_6,6,0.9,3004,2276,3459
v_gardens,viewpoint,sift,1_6,6,0.95,3963,2364,3459
v_gardens,viewpoint,sift,1_6,6,0.99,5527,2421,3459
v_gardens,viewpoint,orb,1_2,2,0.5,60,55,1552
v_gardens,viewpoint,orb,1_2,2,0.55,96,88,1552
v_gardens,viewpoint,orb,1_2,2,0.6,144,128,1552
v_gardens,viewpoint,orb,1_2,2,0.65,196,175,1552
v_gardens,viewpoint,orb,1_2,2,0.7,258,229,1552
v_gardens,viewpoint,orb,1_2,2,0.75,339,297,1552
v_gardens,viewpoint,orb,1_2,2,0.8,461,377,1552
v_gardens,viewpoint,orb,1_2,2,0.85,620,474,1552
v_gardens,viewpoint,orb,1_2,2,0.9,853,585,1552
v_gardens,viewpoint,orb,1_2,2,0.95,1267,705,1552
v_gardens,viewpoint,orb,1_2,2,0.99,1856,806,1552
v_gardens,viewpoint,orb,1_3,3,0.5,2,1,1024
v_gardens,viewpoint,orb,1_3,3,0.55,4,1,1024
v_gardens,viewpoint,orb,1_3,3,0.6,4,1,1024
v_gardens,viewpoint,orb,1_3,3,0.65,7,1,1024
v_gardens,viewpoint,orb,1_3,3,0.7,17,6,1024
v_gardens,viewpoint,orb,1_3,3,0.75,26,9,1024
v_gardens,viewpoint,orb,1_3,3,0.8,60,14,1024
v_gardens,viewpoint,orb,1_3,3,0.85,139,27,1024
v_gardens,viewpoint,orb,1_3,3,0.9,356,48,1024
v_gardens,viewpoint,orb,1_3,3,0.95,885,100,1024
v_gardens,viewpoint,orb,1_3,3,0.99,1777,139,1024
v_gardens,viewpoint,orb,1_4,4,0.5,155,152,1631
v_gardens,viewpoint,orb,1_4,4,0.55,215,212,1631
v_gardens,viewpoint,orb,1_4,4,0.6,275,268,1631
